,key,num options,orig alpha,pos alpha
65,LEAD_W45,2,"When you talk with friends and family about the news, do you tend to
A. Listen to the conversation more than lead
B. Lead the conversation more than listen","When you talk with frdneis and flamiy abuot the news, do you tend to
A. Listen to the conversation more than lead
B. Lead the conversation more than listen"
66,SEEK_W45,2,"Which statement best describes how you get news?
A. I mostly get news because I'm looking for it
B. I mostly get news because I happen to come across it","Wcihh stetnemat best dsceeribs how you get news?
A. I mostly get news because I'm looking for it
B. I mostly get news because I happen to come across it"
67,INFORESTRICTa_W45,2,"Which comes closer to your view about the following type of news and information? Made-up information that is intended to mislead the public
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Wihch comes csoler to your view aoubt the flwolonig type of news and information? Made-up itrmofonain that is innedetd to mseliad the plbiuc
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
68,INFORESTRICTb_W45,2,"Which comes closer to your view about the following type of news and information? Satire about an issue or event
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Wchih comes clesor to your view aubot the flonwliog type of news and information? Siatre auobt an iusse or evnet
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
69,INFORESTRICTc_W45,2,"Which comes closer to your view about the following type of news and information? Breaking information that is published before everything is verified
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Wihch cmeos csleor to your view aoubt the fwloinolg type of news and information? Brkniaeg imtoroianfn that is pieshlubd bferoe eneviyrhtg is vferiied
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
70,INFORESTRICTd_W45,2,"Which comes closer to your view about the following type of news and information? Factual information presented to favor one side of an issue
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Which comes colesr to your view about the fnlioowlg type of news and information? Fautacl imrnifoaotn pesnreted to fvaor one side of an iusse
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
71,INFORESTRICTe_W45,2,"Which comes closer to your view about the following type of news and information? A video or image that is altered or made up to mislead the public
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it","Wihch cemos coelsr to your view aobut the fwlinolog type of news and information? A vdeio or imgae that is aetelrd or made up to melsaid the pbluic
A. The freedom to publish and access it should be protected
B. Steps should be taken to restrict it"
72,SMSHARER_W45,2,"On social media, do you think of yourself more as a
A. Sharer of news
B. Receiver of news","On scaiol media, do you tnihk of ylrseuof more as a
A. Sharer of news
B. Receiver of news"
73,FCFAIR_W45,2,"Different organizations and news outlets have taken on fact-checking efforts. Do you think that those who do the fact-checking
A. Deal fairly with all sides
B. Tend to favor one side","Diferneft orgoaantiznis and news outelts have tkean on fact-checking efforts. Do you tinhk that tohse who do the fact-checking
A. Deal fairly with all sides
B. Tend to favor one side"
74,WATCHDOG_1_W45,2,"Some people think that by criticizing leaders, news organizations keep political leaders from doing their job. Others think that such criticism is worth it because it keeps political leaders from doing things that should not be done. Which position is closer to your opinion?
A. Keep political leaders from doing their job
B. Keep political leaders from doing things that shouldn't be done","Some ppeole thnik that by cciiztniirg leaders, news oanitngoziras keep pocitaill lreedas from dniog teihr job. Oerhts tihnk that such ctsiriicm is wotrh it bcsueae it keeps pcilaiotl lederas from donig tnihgs that shloud not be done. Wihch piitoson is csoelr to your opinion?
A. Keep political leaders from doing their job
B. Keep political leaders from doing things that shouldn't be done"
75,WATCHDOG_3_W45,2,"In presenting the news dealing with political and social issues, do you think that news organizations
A. Deal fairly with all sides
B. Tend to favor one side","In peinsetrng the news danileg with ptlocaiil and sciaol issues, do you tnhik that news oiagonnzaitrs
A. Deal fairly with all sides
B. Tend to favor one side"
76,COLSPEECH_W36,2,"Thinking again about colleges and universities which of the following do you think should be more important on college campuses these days?
A. Allowing people to speak their minds freely, even if some students find their views upsetting or offensive
B. Ensuring that students aren't exposed to views they find upsetting or offensive, even if that limits what people are a","Tkinhnig again aoubt clleoegs and uerniitisevs which of the filolonwg do you tinhk solhud be more inamprtot on clgloee ceumpsas thsee days?
A. Allowing people to speak their minds freely, even if some students find their views upsetting or offensive
B. Ensuring that students aren't exposed to views they find upsetting or offensive, even if that limits what people are a"
77,SCI3A_W34,2,"In your opinion, do you think government investments in basic scientific research usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it","In your opinion, do you tihnk geemnrnvot itmnnesetvs in bsiac setiinfcic rsaeecrh uslualy pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it"
78,SCI3B_W34,2,"In your opinion, do you think government investments in engineering and technology usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it","In your opinion, do you tinhk gonrvenmet innmeetvsts in eneigeinnrg and tolnoegchy uullasy pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it"
79,SCI3C_W34,2,"In your opinion, do you think government investments in medical research usually pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it","In your opinion, do you think geornvnemt isvetnmetns in meadicl recraesh uusllay pay off in the long run, or are they not worth it?
A. Government investments usually pay off in the long run
B. Government investments aren't worth it"
80,MED4A_W34,2,"Do you think changing a baby's genetic characteristics to make the baby more intelligent is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far","Do you tnhik chgannig a baby's genteic cashitcraertcis to make the baby more itgelnleint is an atripoaprpe use of micadel tgolehoncy ?
A. An appropriate use of medical technology
B. Taking medical technology too far"
81,MED4B_W34,2,"Do you think changing a baby's genetic characteristics to treat a serious disease or condition the baby would have at birth is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far","Do you tinhk cngnihag a baby's geietnc crcetahctrsiias to taert a sreuios desasie or ctooidinn the baby wuold have at birth is an appripaorte use of maeidcl tloeonchgy ?
A. An appropriate use of medical technology
B. Taking medical technology too far"
82,MED4C_W34,2,"Do you think changing a baby's genetic characteristics to reduce the risk of a serious disease or condition that could occur over the course of his or her lifetime is an appropriate use of medical technology ?
A. An appropriate use of medical technology
B. Taking medical technology too far","Do you tihnk cihnngag a baby's gtienec caariccsreihtts to rdeuce the risk of a seriuos daiesse or cndoition that colud ocucr over the cosure of his or her liefmtie is an aptrrpiapoe use of maidecl tgoeolcnhy ?
A. An appropriate use of medical technology
B. Taking medical technology too far"
83,MED7_W34,2,"If gene editing to change a baby's genetic characteristics required testing on human embryos in order to develop these techniques, do you think this would be
A. An appropriate use of medical technology
B. Taking medical technology too far","If gene enidtig to cnhage a baby's geeintc ciarsccrtihates rrqeieud tstineg on huamn eorbmys in order to devloep tsehe techniques, do you think this wuold be
A. An appropriate use of medical technology
B. Taking medical technology too far"
84,BIOTECHA_W34,2,"Do you think genetic engineering of animals to increase their production of specific proteins that will lead to more nutritious meat would be
A. An appropriate use of technology
B. Taking technology too far","Do you think gieentc egeiirennng of aanlims to icsnerae tehir pduitocorn of sceiipfc peoirnts that will lead to more ntoiuiruts meat wloud be
A. An appropriate use of technology
B. Taking technology too far"
85,BIOTECHB_W34,2,"Do you think bringing back an animal that is currently extinct by genetically engineering a closely-related species would be
A. An appropriate use of technology
B. Taking technology too far","Do you tihnk bninrigg back an aminal that is crretlnuy ecitxnt by genetaillcy eenirnngieg a closely-related sepiecs wulod be
A. An appropriate use of technology
B. Taking technology too far"
86,BIOTECHC_W34,2,"Do you think genetic engineering of mosquitoes that would prevent them from reproducing in order to prevent the spread of some mosquito-borne diseases would be
A. An appropriate use of technology
B. Taking technology too far","Do you tnihk gnteeic engnreienig of mqsuooeits that would penrevt them from repiudonrcg in oredr to peenvrt the sreapd of some mosquito-borne deeasiss wloud be
A. An appropriate use of technology
B. Taking technology too far"
87,BIOTECHD_W34,2,"Do you think genetic engineering of animals to grow organs or tissues that can be used for humans needing a transplant would be
A. An appropriate use of technology
B. Taking technology too far","Do you tnhik geitnec eergniineng of anaimls to grow onagrs or tiseuss that can be used for hmnaus ndieneg a tnanaprlst wuold be
A. An appropriate use of technology
B. Taking technology too far"
88,BIOTECHE_W34,2,"Do you think genetic engineering of aquarium fish to change their appearance, causing them to glow would be
A. An appropriate use of technology
B. Taking technology too far","Do you tnhik gietnec egenrnienig of aruuqaim fish to cganhe teihr appearance, causnig them to glow wulod be
A. An appropriate use of technology
B. Taking technology too far"
89,EVOONE_W34,2,"Thinking about the development of human life on Earth which statement comes closer to your own views, even if neither is exactly right?
A. Humans have evolved over time
B. Humans have existed in their present form since the beginning of time","Tiiknnhg aubot the dvoelempent of huamn life on Eatrh wichh sateentmt coems coselr to your own views, even if nhteier is etcxlay right?
A. Humans have evolved over time
B. Humans have existed in their present form since the beginning of time"
90,ROBJOB6_W27,2,"Which of the following statements best describes how you feel, even if neither is exactly right?
A. The government would have an obligation to take care of people whose jobs are displaced by robots and computers
B. Individuals would have an obligation to take care of their own financial well-being, even if robots and computers","Which of the fiololnwg sneeattmts best dbieercss how you feel, even if neither is etcaxly right?
A. The government would have an obligation to take care of people whose jobs are displaced by robots and computers
B. Individuals would have an obligation to take care of their own financial well-being, even if robots and computers"
91,NEVEROWN_W26,2,"Which best describes you?
A. I could never see myself not owning a gun
B. I could see myself not owning a gun at some point in the future","Wchih best dieebrcss you?
A. I could never see myself not owning a gun
B. I could see myself not owning a gun at some point in the future"
92,IMMCULT2_W32,2,"Which statement comes closer to your own views?
A. The growing number of newcomers from other countries threatens traditional American customs and values
B. The growing number of newcomers from other countries strengthens American society","Whcih stetmaent coems csloer to your own views?
A. The growing number of newcomers from other countries threatens traditional American customs and values
B. The growing number of newcomers from other countries strengthens American society"
93,ECONFAIR2_W32,2,"Which statement comes closer to your own views?
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans","Which sntmteeat ceoms ceslor to your own views?
A. The economic system in this country unfairly favors powerful interests
B. The economic system in this country is generally fair to most Americans"
94,WOMENOPPS_W32,2,"Which statement comes closer to your own views?
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men","Wcihh smtanteet cmeos csoelr to your own views?
A. The obstacles that once made it harder for women than men to get ahead are now largely gone
B. There are still significant obstacles that make it harder for women to get ahead than men"
95,GOVT_ROLE_W32,2,"Which statement comes closer to your own views?
A. Government should do more to solve problems
B. Government is doing too many things better left to businesses and individuals","Which sttmenaet cmoes cselor to your own views?
A. Government should do more to solve problems
B. Government is doing too many things better left to businesses and individuals"
96,ABORTION_W32,2,"Do you think abortion should be
A. legal in all or most cases
B. illegal in all or most cases","Do you think aotbiorn slohud be
A. legal in all or most cases
B. illegal in all or most cases"
97,ABORTIONRESTR_W32,2,"Which statement comes closer to your own views?
A. There are some situations in which abortion should be restricted
B. There are no situations at all where abortion should be restricted","Wcihh setmtenat comes ceolsr to your own views?
A. There are some situations in which abortion should be restricted
B. There are no situations at all where abortion should be restricted"
98,MISINFG_W32,2,"Thinking about news and information online, including social media which comes closer to your own view?
A. The U.S. government should take steps to restrict false information online
B. People's freedom to publish and access information should be protected","Tiiknhng about news and ioirftomann online, idnilcung siacol mieda wichh cmoes cselor to your own view?
A. The U.S. government should take steps to restrict false information online
B. People's freedom to publish and access information should be protected"
99,MISINFT_W32,2,"Thinking about news and information online, including social media which comes closer to your own view?
A. Technology companies should take steps to restrict false information online
B. People's freedom to publish and access information should be protected","Tkinnihg aoubt news and irfnoitmoan online, iiunlcndg scioal media wcihh cmoes ceslor to your own view?
A. Technology companies should take steps to restrict false information online
B. People's freedom to publish and access information should be protected"
100,DIFF1A_W29,2,"Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests?
A. Men and women are basically similar
B. Men and women are basically different","Do you tinhk men and weomn are blcslaiay saimlir or bslaiacly drffeinet when it comes to tiehr hoibebs and pnaroesl interests?
A. Men and women are basically similar
B. Men and women are basically different"
101,DIFF1B_W29,2,"Do you think men and women are basically similar or basically different when it comes to their physical abilities?
A. Men and women are basically similar
B. Men and women are basically different","Do you tnhik men and wmoen are blilaascy siliamr or basclialy dfereifnt when it comes to tehir paychsil abilities?
A. Men and women are basically similar
B. Men and women are basically different"
102,DIFF1C_W29,2,"Do you think men and women are basically similar or basically different when it comes to their approach to parenting?
A. Men and women are basically similar
B. Men and women are basically different","Do you think men and weomn are bialsacly sialmir or basiclaly deffenrit when it cemos to their aapprcoh to parenting?
A. Men and women are basically similar
B. Men and women are basically different"
103,DIFF1D_W29,2,"Do you think men and women are basically similar or basically different when it comes to how they express their feelings?
A. Men and women are basically similar
B. Men and women are basically different","Do you tihnk men and wmeon are baaliclsy slmiiar or biacslaly difnrefet when it comes to how they eespxrs thier feelings?
A. Men and women are basically similar
B. Men and women are basically different"
104,DIFF1E_W29,2,"Do you think men and women are basically similar or basically different when it comes to the things they are good at in the workplace?
A. Men and women are basically similar
B. Men and women are basically different","Do you tnhik men and weomn are biacsllay samilir or bilaclsay drneeifft when it cmoes to the tnihgs they are good at in the workplace?
A. Men and women are basically similar
B. Men and women are basically different"
105,GOODJOBS_W29,2,"In general, thinking about job opportunities where you live, would you say that
A. There are plenty of good jobs available
B. Good jobs are difficult to find","In general, tnkinhig about job operpotuinits wrhee you live, would you say that
A. There are plenty of good jobs available
B. Good jobs are difficult to find"
106,TRANSGEND1_W29,2,"Which statement comes closer to your views, even if neither is exactly right?
A. Whether someone is a man or a woman is determined by the sex they were assigned at birth
B. Someone can be a man or a woman even if that is different from the sex they were assigned at birth","Wcihh steentamt cmeos csoler to your views, even if ntheier is etcaxly right?
A. Whether someone is a man or a woman is determined by the sex they were assigned at birth
B. Someone can be a man or a woman even if that is different from the sex they were assigned at birth"
107,MESUM1_FA_W29,2,"How well, if at all, do the following words or phrases describe you? Honor and duty are my core values
A. Describes me well
B. Does not describe me well","How well, if at all, do the flowlnoig wrdos or prsheas dibrecse you? Hnoor and duty are my core vulaes
A. Describes me well
B. Does not describe me well"
108,MESUM1_FB_W29,2,"How well, if at all, do the following words or phrases describe you? Compassion and helping others are my core values
A. Describes me well
B. Does not describe me well","How well, if at all, do the floolnwig wdors or prseahs dsbiecre you? Csmsaiopon and hlinpeg oehrts are my core vauels
A. Describes me well
B. Does not describe me well"
109,MESUM1_FC_W29,2,"How well, if at all, do the following words or phrases describe you? Willing to work with people I disagree with
A. Describes me well
B. Does not describe me well","How well, if at all, do the fnwllioog wrods or psrheas dbrseice you? Willing to work with peolpe I dirsaege with
A. Describes me well
B. Does not describe me well"
110,MESUM1_FD_W29,2,"How well, if at all, do the following words or phrases describe you? Blue collar
A. Describes me well
B. Does not describe me well","How well, if at all, do the flnoloiwg wdors or pesrahs dirbscee you? Blue clalor
A. Describes me well
B. Does not describe me well"
111,MESUM1_FE_W29,2,"How well, if at all, do the following words or phrases describe you? Focused on my professional life and career
A. Describes me well
B. Does not describe me well","How well, if at all, do the fowollnig wrods or prsheas dbcsreie you? Fcoeusd on my posrseaofnil life and creear
A. Describes me well
B. Does not describe me well"
112,MESUM1_FF_W29,2,"How well, if at all, do the following words or phrases describe you? Interested in visiting other countries
A. Describes me well
B. Does not describe me well","How well, if at all, do the fliwlnoog wdors or pahsres dibresce you? Ieenrettsd in vtiniisg otehr cuteornis
A. Describes me well
B. Does not describe me well"
113,MESUM2_FA_W29,2,"How well, if at all, do the following words or phrases describe you? Environmentalist
A. Describes me well
B. Does not describe me well","How well, if at all, do the fwliolong words or psaehrs drscibee you? Eeiltvonnsramnit
A. Describes me well
B. Does not describe me well"
114,MESUM2_FB_W29,2,"How well, if at all, do the following words or phrases describe you? Have traditional values
A. Describes me well
B. Does not describe me well","How well, if at all, do the fooinwllg wdors or persahs dsericbe you? Have tdtroaainil vlaeus
A. Describes me well
B. Does not describe me well"
115,MESUM2_FC_W29,2,"How well, if at all, do the following words or phrases describe you? Supporter of the National Rifle Association NRA
A. Describes me well
B. Does not describe me well","How well, if at all, do the flnooliwg wrods or paerhss deircsbe you? Speouptrr of the Ntoiaanl Rlife Aoscioiatsn NRA
A. Describes me well
B. Does not describe me well"
116,MESUM2_FD_W29,2,"How well, if at all, do the following words or phrases describe you? Supporter of the Black Lives Matter movement
A. Describes me well
B. Does not describe me well","How well, if at all, do the fnlilowog wodrs or pahsres dcrisebe you? Sptourepr of the Balck Levis Meattr moemenvt
A. Describes me well
B. Does not describe me well"
117,MESUM2_FE_W29,2,"How well, if at all, do the following words or phrases describe you? Supporter of rights for lesbian, gay, bisexual and transgender LGBT people
A. Describes me well
B. Does not describe me well","How well, if at all, do the folwinolg wrdos or psehras dicserbe you? Speourtpr of rhgits for lesbian, gay, bixueasl and tdasgennrer LGBT plepoe
A. Describes me well
B. Does not describe me well"
118,MESUM2_FF_W29,2,"How well, if at all, do the following words or phrases describe you? Consider myself a feminist
A. Describes me well
B. Does not describe me well","How well, if at all, do the fwloilong wdros or preahss dierscbe you? Codiensr melysf a fsnmiiet
A. Describes me well
B. Does not describe me well"
119,TRANSGEND3_W29,3,"Which of the following statements comes closer to your feelings?
A. Our society has gone too far in accepting people who are transgender
B. Our society has not gone far enough in accepting people who are transgender
C. Our society has been about right when it comes to accepting people who are transgender","Which of the fiwlnolog stteametns cmoes colesr to your feelings?
A. Our society has gone too far in accepting people who are transgender
B. Our society has not gone far enough in accepting people who are transgender
C. Our society has been about right when it comes to accepting people who are transgender"
120,TALKDISASNSINT_W49,2,"In your experience, when you talk about politics with people on social media who you disagree with, do you generally find it to be
A. Interesting and informative
B. Stressful and frustrating","In your experience, when you talk aoubt pcloitis with poelpe on sacoil mieda who you dareisge with, do you galelnrey find it to be
A. Interesting and informative
B. Stressful and frustrating"
121,TALKCMNSNSINT_W49,2,"In your experience, when you talk about politics with people on social media who you disagree with, do you generally find that
A. You have more in common politically than you thought
B. You have less in common politically than you thought","In your experience, when you talk about poliitcs with ppolee on sioacl meida who you degasire with, do you greallney find that
A. You have more in common politically than you thought
B. You have less in common politically than you thought"
122,POSNEGCO_W49,2,"On balance, which would you say most accurately describes how you feel?
A. The benefits I get from companies collecting data about me outweigh the potential risks
B. The potential risks of companies collecting data about me outweigh the benefits I get","On balance, wichh would you say most aaureltccy dcesribes how you feel?
A. The benefits I get from companies collecting data about me outweigh the potential risks
B. The potential risks of companies collecting data about me outweigh the benefits I get"
123,POSNEGGOV_W49,2,"On balance, which would you say most accurately describes how you feel?
A. The benefits the government can provide by collecting data about me and others outweigh the potential risks
B. The potential risks of the government collecting data about me and others outweigh the benefits it can provide","On balance, wchih wluod you say most areulcacty dbceeisrs how you feel?
A. The benefits the government can provide by collecting data about me and others outweigh the potential risks
B. The potential risks of the government collecting data about me and others outweigh the benefits it can provide"
124,GOVREGV2_W49,2,"Which of the following do you think would be a more effective way to safeguard people's personal information?
A. Better tools for allowing people to control their personal information themselves
B. Stronger laws governing what companies can and cannot do with people's personal information","Whcih of the folwloing do you tihnk wuold be a more effcvteie way to seuaafrgd people's prnoasel information?
A. Better tools for allowing people to control their personal information themselves
B. Stronger laws governing what companies can and cannot do with people's personal information"
125,PUBLICDATA_W49,2,"Today a wide range of information about people is searchable online. Do you think it is more important for people to have the ability to
A. Discover potentially useful information about others
B. Keep things about themselves that might be potentially damaging from being searchable online","Taody a wide rnage of irtoinomfan aoubt plopee is seaclhbare online. Do you tnihk it is more inorpmatt for ppeloe to have the alibity to
A. Discover potentially useful information about others
B. Keep things about themselves that might be potentially damaging from being searchable online"
