key,num options,num options new,middle alpha,no middle alpha,orig middle option
HAPPEN2a_W41,5,4,"How likely do you think it is that the following will happen in the next 30 years? There will be a terrorist attack on the U.S. as bad as or worse than 9/11
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","How likely do you think it is that the following will happen in the next 30 years? There will be a terrorist attack on the U.S. as bad as or worse than 9/11
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
HAPPEN2b_W41,5,4,"How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
HAPPEN2c_W41,5,4,"How likely do you think it is that the following will happen in the next 30 years? There will be a cure for Alzheimer's disease
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","How likely do you think it is that the following will happen in the next 30 years? There will be a cure for Alzheimer's disease
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
HAPPEN2d_W41,5,4,"How likely do you think it is that the following will happen in the next 30 years? China will overtake the U.S. as the world's main superpower
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","How likely do you think it is that the following will happen in the next 30 years? China will overtake the U.S. as the world's main superpower
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
HAPPEN2e_W41,5,4,"How likely do you think it is that the following will happen in the next 30 years? A woman will be elected U.S. president
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","How likely do you think it is that the following will happen in the next 30 years? A woman will be elected U.S. president
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
HAPPEN2f_W41,5,4,"How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
HAPPEN2g_W41,5,4,"How likely do you think it is that the following will happen in the next 30 years? Most Americans will work into their 70s to have enough resources to retire
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","How likely do you think it is that the following will happen in the next 30 years? Most Americans will work into their 70s to have enough resources to retire
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
HAPPEN2h_W41,5,4,"How likely do you think it is that the following will happen in the next 30 years? There will be increasing violence against Jews in the U.S.
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","How likely do you think it is that the following will happen in the next 30 years? There will be increasing violence against Jews in the U.S.
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
PREDICTA_W27,5,4,"Do you think the following will or will not happen in the next 20 years? Doctors will rely on computer programs to diagnose most diseases and determine treatments
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","Do you think the following will or will not happen in the next 20 years? Doctors will rely on computer programs to diagnose most diseases and determine treatments
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
PREDICTB_W27,5,4,"Do you think the following will or will not happen in the next 20 years? Most stores and retail businesses will be fully automated and involve little or no human interaction between customers and employees
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","Do you think the following will or will not happen in the next 20 years? Most stores and retail businesses will be fully automated and involve little or no human interaction between customers and employees
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
PREDICTC_W27,5,4,"Do you think the following will or will not happen in the next 20 years? Most deliveries in cities will be made by robots or drones instead of humans
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","Do you think the following will or will not happen in the next 20 years? Most deliveries in cities will be made by robots or drones instead of humans
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
PREDICTD_W27,5,4,"Do you think the following will or will not happen in the next 20 years? When people want to buy most common products, they will create them at home using a 3-D printer
A. Will definitely happen
B. Will probably happen
C. May or may not happen
D. Will probably not happen
E. Will definitely not happen","Do you think the following will or will not happen in the next 20 years? When people want to buy most common products, they will create them at home using a 3-D printer
A. Will definitely happen
B. Will probably happen
C. Will probably not happen
D. Will definitely not happen",False
RACESURV18a_W43,5,4,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Hispanics
A. Very well
B. Pretty well
C. Somewhat well
D. Not too well
E. Not at all well","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Hispanics
A. Very well
B. Pretty well
C. Not too well
D. Not at all well",False
RACESURV18b_W43,5,4,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics
A. Very well
B. Pretty well
C. Somewhat well
D. Not too well
E. Not at all well","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics
A. Very well
B. Pretty well
C. Not too well
D. Not at all well",False
RACESURV18c_W43,5,4,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and whites
A. Very well
B. Pretty well
C. Somewhat well
D. Not too well
E. Not at all well","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and whites
A. Very well
B. Pretty well
C. Not too well
D. Not at all well",False
RACESURV18d_W43,5,4,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Asians
A. Very well
B. Pretty well
C. Somewhat well
D. Not too well
E. Not at all well","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Asians
A. Very well
B. Pretty well
C. Not too well
D. Not at all well",False
RACESURV18e_W43,5,4,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Asians
A. Very well
B. Pretty well
C. Somewhat well
D. Not too well
E. Not at all well","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Asians
A. Very well
B. Pretty well
C. Not too well
D. Not at all well",False
RACESURV18f_W43,5,4,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians
A. Very well
B. Pretty well
C. Somewhat well
D. Not too well
E. Not at all well","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians
A. Very well
B. Pretty well
C. Not too well
D. Not at all well",False
MED5_W34,5,4,"Thinking about what you have heard or read, how well do you think medical researchers understand the health risks and benefits of changing a baby's genetic characteristics?
A. Very well
B. Fairly well
C. Somewhat well
D. Not too well
E. Not at all well","Thinking about what you have heard or read, how well do you think medical researchers understand the health risks and benefits of changing a baby's genetic characteristics?
A. Very well
B. Fairly well
C. Not too well
D. Not at all well",False
VALUEURBAN_W32,5,4,"In general, do you think most people who live in urban areas have values that are
A. Very similar to your values
B. Somewhat similar to your values
C. Neither similar nor dissimilar from your values
D. Somewhat different from your values
E. Very different from your values","In general, do you think most people who live in urban areas have values that are
A. Very similar to your values
B. Somewhat similar to your values
C. Somewhat different from your values
D. Very different from your values",False
VALUESUBURB_W32,5,4,"In general, do you think most people who live in suburban areas have values that are
A. Very similar to your values
B. Somewhat similar to your values
C. Neither similar nor dissimilar from your values
D. Somewhat different from your values
E. Very different from your values","In general, do you think most people who live in suburban areas have values that are
A. Very similar to your values
B. Somewhat similar to your values
C. Somewhat different from your values
D. Very different from your values",False
VALUERURAL_W32,5,4,"In general, do you think most people who live in rural areas have values that are
A. Very similar to your values
B. Somewhat similar to your values
C. Neither similar nor dissimilar from your values
D. Somewhat different from your values
E. Very different from your values","In general, do you think most people who live in rural areas have values that are
A. Very similar to your values
B. Somewhat similar to your values
C. Somewhat different from your values
D. Very different from your values",False
OPTIMIST_W41,5,4,"Please think about what things will be like in 2050, about 30 years from now. Thinking about the future of the United States, would you say you are
A. Very optimistic
B. Somewhat optimistic
C. Neither optimistic nor pessimistic
D. Somewhat pessimistic
E. Very pessimistic","Please think about what things will be like in 2050, about 30 years from now. Thinking about the future of the United States, would you say you are
A. Very optimistic
B. Somewhat optimistic
C. Somewhat pessimistic
D. Very pessimistic",False
GAP21Q41_W82,5,4,"Overall, do you think current economic relations between the US and China are very good, somewhat good, somewhat bad or very bad?
A. Very good
B. Somewhat good
C. Neither good nor bad
D. Somewhat bad
E. Very bad","Overall, do you think current economic relations between the US and China are very good, somewhat good, somewhat bad or very bad?
A. Very good
B. Somewhat good
C. Somewhat bad
D. Very bad",False
WMNPRZ1_W36,5,4,"Do you think it would be a good thing or a bad thing for the country if a woman was elected president?
A. Very good
B. Somewhat good
C. Neither good nor bad
D. Somewhat bad
E. Very bad","Do you think it would be a good thing or a bad thing for the country if a woman was elected president?
A. Very good
B. Somewhat good
C. Somewhat bad
D. Very bad",False
GAYMARR2_W32,5,4,"As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?
A. Very good thing
B. Somewhat good thing
C. Neither a good nor bad thing
D. Somewhat bad thing
E. Very bad thing","As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?
A. Very good thing
B. Somewhat good thing
C. Somewhat bad thing
D. Very bad thing",False
RACESURV2_W43,5,4,"The U.S. population is made up of people of many different races and ethnicities. Overall, do you think this is
A. Very good for the country
B. Somewhat good for the country
C. Neither good nor bad for the country
D. Somewhat bad for the country
E. Very bad for the country","The U.S. population is made up of people of many different races and ethnicities. Overall, do you think this is
A. Very good for the country
B. Somewhat good for the country
C. Somewhat bad for the country
D. Very bad for the country",True
SOCIETY_TRANS_W92,5,4,"Do you think greater social acceptance of people who are transgender (people who identify as a gender that is different from the sex they were assigned at birth) is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Neither good nor bad for society
D. Somewhat bad for society
E. Very bad for society","Do you think greater social acceptance of people who are transgender (people who identify as a gender that is different from the sex they were assigned at birth) is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Somewhat bad for society
D. Very bad for society",True
SOCIETY_RHIST_W92,5,4,"Do you think increased public attention to the history of slavery and racism in America is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Neither good nor bad for society
D. Somewhat bad for society
E. Very bad for society","Do you think increased public attention to the history of slavery and racism in America is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Somewhat bad for society
D. Very bad for society",True
SOCIETY_JBCLL_W92,5,4,"Do you think good-paying jobs requiring a college degree more often than they used to is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Neither good nor bad for society
D. Somewhat bad for society
E. Very bad for society","Do you think good-paying jobs requiring a college degree more often than they used to is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Somewhat bad for society
D. Very bad for society",True
SOCIETY_RELG_W92,5,4,"Do you think a decline in the share of Americans belonging to an organized religion is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Neither good nor bad for society
D. Somewhat bad for society
E. Very bad for society","Do you think a decline in the share of Americans belonging to an organized religion is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Somewhat bad for society
D. Very bad for society",True
SOCIETY_GUNS_W92,5,4,"Do you think an increase in the number of guns in the U.S. is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Neither good nor bad for society
D. Somewhat bad for society
E. Very bad for society","Do you think an increase in the number of guns in the U.S. is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Somewhat bad for society
D. Very bad for society",True
SOCIETY_SSM_W92,5,4,"Do you think same-sex marriages being legal in the U.S. is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Neither good nor bad for society
D. Somewhat bad for society
E. Very bad for society","Do you think same-sex marriages being legal in the U.S. is generally good or bad for our society?
A. Very good for society
B. Somewhat good for society
C. Somewhat bad for society
D. Very bad for society",True
GAP21Q15_a_W82,5,4,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system
A. The best
B. Above average
C. Average
D. Below average
E. The worst","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system
A. The best
B. Above average
C. Below average
D. The worst",True
GAP21Q15_b_W82,5,4,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Colleges and universities
A. The best
B. Above average
C. Average
D. Below average
E. The worst","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Colleges and universities
A. The best
B. Above average
C. Below average
D. The worst",True
GAP21Q15_c_W82,5,4,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Standard of living
A. The best
B. Above average
C. Average
D. Below average
E. The worst","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Standard of living
A. The best
B. Above average
C. Below average
D. The worst",True
GAP21Q15_d_W82,5,4,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Military
A. The best
B. Above average
C. Average
D. Below average
E. The worst","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Military
A. The best
B. Above average
C. Below average
D. The worst",True
GAP21Q15_e_W82,5,4,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Technological achievements
A. The best
B. Above average
C. Average
D. Below average
E. The worst","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Technological achievements
A. The best
B. Above average
C. Below average
D. The worst",True
GAP21Q15_f_W82,5,4,"Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Entertainment, including movies, music and television
A. The best
B. Above average
C. Average
D. Below average
E. The worst","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Entertainment, including movies, music and television
A. The best
B. Above average
C. Below average
D. The worst",True
USMILSIZ_W92,5,4,"Thinking about the size of America's military, do you think it should be
A. Reduced a great deal
B. Reduced somewhat
C. Kept about as is
D. Increased somewhat
E. Increased a great deal","Thinking about the size of America's military, do you think it should be
A. Reduced a great deal
B. Reduced somewhat
C. Increased somewhat
D. Increased a great deal",True
LEGALIMMIGAMT_W92,5,4,"Do you think the number of legal immigrants the U.S. admits should
A. Increase a lot
B. Increase a little
C. Stay about the same
D. Decrease a little
E. Decrease a lot","Do you think the number of legal immigrants the U.S. admits should
A. Increase a lot
B. Increase a little
C. Decrease a little
D. Decrease a lot",True
RACESURV5a_W43,5,4,"Overall, how does being white affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being white affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5b_W43,5,4,"Overall, how does being black affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being black affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5c_W43,5,4,"Overall, how does being Hispanic affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being Hispanic affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5d_W43,5,4,"Overall, how does being Asian affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being Asian affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5e_W43,5,4,"Overall, how does being Native American affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being Native American affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5f_W43,5,4,"Overall, how does being Jewish affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being Jewish affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5g_W43,5,4,"Overall, how does being Muslim affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being Muslim affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5h_W43,5,4,"Overall, how does being an evangelical Christian affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being an evangelical Christian affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5i_W43,5,4,"Overall, how does being a man affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being a man affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5j_W43,5,4,"Overall, how does being a woman affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being a woman affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5k_W43,5,4,"Overall, how does being poor affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being poor affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
RACESURV5l_W43,5,4,"Overall, how does being wealthy affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Neither helps nor hurts
D. Hurts a little
E. Hurts a lot","Overall, how does being wealthy affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot",True
ECON5_a_W54,5,4,"Do you think the country's current economic conditions are helping or hurting you and your family?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting you and your family?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
ECON5_b_W54,5,4,"Do you think the country's current economic conditions are helping or hurting people who are wealthy?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting people who are wealthy?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
ECON5_c_W54,5,4,"Do you think the country's current economic conditions are helping or hurting the middle class?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting the middle class?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
ECON5_d_W54,5,4,"Do you think the country's current economic conditions are helping or hurting people who are poor?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting people who are poor?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
ECON5_e_W54,5,4,"Do you think the country's current economic conditions are helping or hurting older adults?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting older adults?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
ECON5_f_W54,5,4,"Do you think the country's current economic conditions are helping or hurting young adults?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting young adults?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
ECON5_g_W54,5,4,"Do you think the country's current economic conditions are helping or hurting people who are white?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting people who are white?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
ECON5_h_W54,5,4,"Do you think the country's current economic conditions are helping or hurting people who are black?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting people who are black?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
ECON5_i_W54,5,4,"Do you think the country's current economic conditions are helping or hurting people who are Hispanic?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting people who are Hispanic?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
