key,num options,num options new,middle alpha,no middle alpha,orig middle option
ECON5_j_W54,5,4,"Do you think the country's current economic conditions are helping or hurting people without college degrees?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting people without college degrees?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
ECON5_k_W54,5,4,"Do you think the country's current economic conditions are helping or hurting people with college degrees?
A. Helping a lot
B. Helping a little
C. Neither helping nor hurting
D. Hurting a little
E. Hurting a lot","Do you think the country's current economic conditions are helping or hurting people with college degrees?
A. Helping a lot
B. Helping a little
C. Hurting a little
D. Hurting a lot",True
RACESURV34a_W43,5,4,"Overall, how much has being white/Being black/Being Hispanic/Being Asian/Your racial background helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Neither helped nor hurt
D. Hurt a little
E. Hurt a lot","Overall, how much has being white/Being black/Being Hispanic/Being Asian/Your racial background helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Hurt a little
D. Hurt a lot",True
RACESURV34b_W43,5,4,"Overall, how much has being a man/Being a woman/Your gender helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Neither helped nor hurt
D. Hurt a little
E. Hurt a lot","Overall, how much has being a man/Being a woman/Your gender helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Hurt a little
D. Hurt a lot",True
RACESURV34c_W43,5,4,"Overall, how much has your family's financial situation when you were growing up helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Neither helped nor hurt
D. Hurt a little
E. Hurt a lot","Overall, how much has your family's financial situation when you were growing up helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Hurt a little
D. Hurt a lot",True
RACESURV34d_W43,5,4,"Overall, how much has how hard you've worked helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Neither helped nor hurt
D. Hurt a little
E. Hurt a lot","Overall, how much has how hard you've worked helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Hurt a little
D. Hurt a lot",True
RACESURV34e_W43,5,4,"Overall, how much has the people you know helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Neither helped nor hurt
D. Hurt a little
E. Hurt a lot","Overall, how much has the people you know helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Hurt a little
D. Hurt a lot",True
ROBWRK_W41,5,4,"Overall, how likely do you think it is that 30 years from now robots and computers will do much of the work currently done by humans? Do you think this will
A. Definitely happen
B. Probably happen
C. May or may not happen
D. Probably not happen
E. Definitely not happen","Overall, how likely do you think it is that 30 years from now robots and computers will do much of the work currently done by humans? Do you think this will
A. Definitely happen
B. Probably happen
C. Probably not happen
D. Definitely not happen",False
AUTOLKLY_W41,5,4,"Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will
A. Definitely happen
B. Probably happen
C. May or may not happen
D. Probably not happen
E. Definitely not happen","Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will
A. Definitely happen
B. Probably happen
C. Probably not happen
D. Definitely not happen",False
RACESURV9_W43,5,4,"When race or race relations comes up in your conversations with family and friends, is it
A. Always with people who are the same race as you
B. Mostly with people who are the same race as you
C. Both about equally
D. Mostly with people who are not the same race as you
E. Always with people who are not the same race as you","When race or race relations comes up in your conversations with family and friends, is it
A. Always with people who are the same race as you
B. Mostly with people who are the same race as you
C. Mostly with people who are not the same race as you
D. Always with people who are not the same race as you",True
TRACKCO1a_W49,5,4,"As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it","As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?
A. All or almost all of it
B. Most of it
C. Very little of it
D. None of it",True
TRACKCO1b_W49,5,4,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it","As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?
A. All or almost all of it
B. Most of it
C. Very little of it
D. None of it",True
TRACKGOV1a_W49,5,4,"As far as you know, how much of what you do online or on your cellphone is being tracked by the government?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it","As far as you know, how much of what you do online or on your cellphone is being tracked by the government?
A. All or almost all of it
B. Most of it
C. Very little of it
D. None of it",True
TRACKGOV1b_W49,5,4,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?
A. All or almost all of it
B. Most of it
C. Some of it
D. Very little of it
E. None of it","As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?
A. All or almost all of it
B. Most of it
C. Very little of it
D. None of it",True
NEIGHSAMEA_W32,5,4,"As far as you know, how many of your neighbors are the same race or ethnicity as you
A. All of them
B. Most of them
C. About half
D. Only some of them
E. None of them","As far as you know, how many of your neighbors are the same race or ethnicity as you
A. All of them
B. Most of them
C. Only some of them
D. None of them",True
NEIGHSAMEB_W32,5,4,"As far as you know, how many of your neighbors are the same social class as you
A. All of them
B. Most of them
C. About half
D. Only some of them
E. None of them","As far as you know, how many of your neighbors are the same social class as you
A. All of them
B. Most of them
C. Only some of them
D. None of them",True
NEIGHSAMEC_W32,5,4,"As far as you know, how many of your neighbors have the same political views as you
A. All of them
B. Most of them
C. About half
D. Only some of them
E. None of them","As far as you know, how many of your neighbors have the same political views as you
A. All of them
B. Most of them
C. Only some of them
D. None of them",True
SOLVPROBa_W41,5,4,"In the future, what kind of an impact do you think science and technology will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think science and technology will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. A somewhat negative impact
D. A very negative impact",False
SOLVPROBb_W41,5,4,"In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. A somewhat negative impact
D. A very negative impact",False
SOLVPROBc_W41,5,4,"In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. A somewhat negative impact
D. A very negative impact",False
SOLVPROBdF1_W41,5,4,"In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. A somewhat negative impact
D. A very negative impact",False
SOLVPROBeF2_W41,5,4,"In the future, what kind of an impact do you think state and local government will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think state and local government will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. A somewhat negative impact
D. A very negative impact",False
SOLVPROBf_W41,5,4,"In the future, what kind of an impact do you think the news media will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think the news media will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. A somewhat negative impact
D. A very negative impact",False
SOLVPROBg_W41,5,4,"In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. A somewhat negative impact
D. A very negative impact",False
SOLVPROBh_W41,5,4,"In the future, what kind of an impact do you think colleges and universities will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think colleges and universities will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. A somewhat negative impact
D. A very negative impact",False
SOLVPROBi_W41,5,4,"In the future, what kind of an impact do you think public K-12 schools will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. Neither a positive nor negative impact
D. A somewhat negative impact
E. A very negative impact","In the future, what kind of an impact do you think public K-12 schools will have in solving the biggest problems facing the country?
A. A very positive impact
B. A somewhat positive impact
C. A somewhat negative impact
D. A very negative impact",False
ETHNCMAJMOD_W41,5,4,"According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be
A. A very good thing
B. A somewhat good thing
C. Neither a good nor bad thing
D. A somewhat bad thing
E. A very bad thing","According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be
A. A very good thing
B. A somewhat good thing
C. A somewhat bad thing
D. A very bad thing",True
AGEMAJ_W41,5,4,"According to the U.S. Census Bureau, by the year 2050, the number of people in the population who are 65 or older will outnumber people younger than 18. In terms of its impact on the country, do you think this will be
A. A very good thing
B. A somewhat good thing
C. Neither a good nor bad thing
D. A somewhat bad thing
E. A very bad thing","According to the U.S. Census Bureau, by the year 2050, the number of people in the population who are 65 or older will outnumber people younger than 18. In terms of its impact on the country, do you think this will be
A. A very good thing
B. A somewhat good thing
C. A somewhat bad thing
D. A very bad thing",True
INTRMAR_W41,5,4,"According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is
A. A very good thing
B. A somewhat good thing
C. Neither a good nor bad thing
D. A somewhat bad thing
E. A very bad thing","According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is
A. A very good thing
B. A somewhat good thing
C. A somewhat bad thing
D. A very bad thing",True
ROBWRK2_W41,5,4,"If robots and computers do much of the work currently done by humans, do you think this would be
A. A very good thing for the country
B. A somewhat good thing for the country
C. Neither a good nor bad thing for the country
D. A somewhat bad thing for the country
E. A very bad thing for the country","If robots and computers do much of the work currently done by humans, do you think this would be
A. A very good thing for the country
B. A somewhat good thing for the country
C. A somewhat bad thing for the country
D. A very bad thing for the country",False
GAP21Q32_W82,5,4,"Now that Joe Biden is president, do you think other countries view the U.S
A. A lot more positively
B. A little more positively
C. Neither positively nor negatively
D. A little more negatively
E. A lot more negatively","Now that Joe Biden is president, do you think other countries view the U.S
A. A lot more positively
B. A little more positively
C. A little more negatively
D. A lot more negatively",False
UNIMMIGCOMM_W92,5,4,"When it comes to people who have immigrated to the U.S illegally, do you think they generally make the communities they live in
A. A lot better
B. A little better
C. Neither better nor worse
D. A little worse
E. A lot worse","When it comes to people who have immigrated to the U.S illegally, do you think they generally make the communities they live in
A. A lot better
B. A little better
C. A little worse
D. A lot worse",False
SATLIFEa_W50,5,4,"Please tell us whether you are satisfied or dissatisfied with your family life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your family life.
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
SATLIFEb_W50,5,4,"Please tell us whether you are satisfied or dissatisfied with your social life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your social life.
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
SATLIFEc_W50,5,4,"Please tell us whether you are satisfied or dissatisfied with your personal financial situation.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your personal financial situation.
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
SATLIFEd_W50,5,4,"Please tell us whether you are satisfied or dissatisfied with your current job or career.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your current job or career.
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
FAMSURV32a_W50,5,4,"How do you feel about the way household chores are divided between you and your spouse/partner?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about the way household chores are divided between you and your spouse/partner?
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
FAMSURV32b_W50,5,4,"How do you feel about your sex life?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about your sex life?
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
FAMSURV32c_W50,5,4,"How do you feel about how well you and your spouse/partner communicate with each other?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about how well you and your spouse/partner communicate with each other?
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
FAMSURV32d_W50,5,4,"How do you feel about how well your spouse/partner balances work and their personal life?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about how well your spouse/partner balances work and their personal life?
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
FAMSURV32e_W50,5,4,"How do you feel about your spouse's/partner's approach to parenting?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","How do you feel about your spouse's/partner's approach to parenting?
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
SATLIFEA_W32,5,4,"Please tell us whether you are satisfied or dissatisfied with your family life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your family life.
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
SATLIFEB_W32,5,4,"Please tell us whether you are satisfied or dissatisfied with your social life.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your social life.
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
SATLIFEC_W32,5,4,"Please tell us whether you are satisfied or dissatisfied with your personal financial situation.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your personal financial situation.
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
SATLIFED_W32,5,4,"Please tell us whether you are satisfied or dissatisfied with your current job or career.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with your current job or career.
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
SATLIFEE_W32,5,4,"Please tell us whether you are satisfied or dissatisfied with the quality of life in your local community.
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Somewhat dissatisfied
E. Very dissatisfied","Please tell us whether you are satisfied or dissatisfied with the quality of life in your local community.
A. Very satisfied
B. Somewhat satisfied
C. Somewhat dissatisfied
D. Very dissatisfied",False
GAP21Q3_W82,5,4,"How satisfied are you with the way democracy is working in the US?
A. Very satisfied
B. Somewhat satisfied
C. Neither satisfied nor dissatisfied
D. Not too satisfied
E. Not at all satisfied","How satisfied are you with the way democracy is working in the US?
A. Very satisfied
B. Somewhat satisfied
C. Not too satisfied
D. Not at all satisfied",False
GAP21Q4_a_W82,5,4,"Do you have a favorable or unfavorable opinion of the United States
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of the United States
A. Very favorable
B. Somewhat favorable
C. Somewhat unfavorable
D. Very unfavorable",False
GAP21Q4_b_W82,5,4,"Do you have a favorable or unfavorable opinion of China
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of China
A. Very favorable
B. Somewhat favorable
C. Somewhat unfavorable
D. Very unfavorable",False
GAP21Q4_c_W82,5,4,"Do you have a favorable or unfavorable opinion of Germany
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of Germany
A. Very favorable
B. Somewhat favorable
C. Somewhat unfavorable
D. Very unfavorable",False
GAP21Q4_d_W82,5,4,"Do you have a favorable or unfavorable opinion of the European Union
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of the European Union
A. Very favorable
B. Somewhat favorable
C. Somewhat unfavorable
D. Very unfavorable",False
GAP21Q4_e_W82,5,4,"Do you have a favorable or unfavorable opinion of the United Nations
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of the United Nations
A. Very favorable
B. Somewhat favorable
C. Somewhat unfavorable
D. Very unfavorable",False
GAP21Q4_f_W82,5,4,"Do you have a favorable or unfavorable opinion of nato, that is, North Atlantic Treaty Organization
A. Very favorable
B. Somewhat favorable
C. Neither favorable nor unfavorable
D. Somewhat unfavorable
E. Very unfavorable","Do you have a favorable or unfavorable opinion of nato, that is, North Atlantic Treaty Organization
A. Very favorable
B. Somewhat favorable
C. Somewhat unfavorable
D. Very unfavorable",False
FAMSURV6_W50,5,4,"How do you feel about allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits?
A. Strongly favor
B. Somewhat favor
C. Neither favor nor oppose
D. Somewhat oppose
E. Strongly oppose","How do you feel about allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits?
A. Strongly favor
B. Somewhat favor
C. Somewhat oppose
D. Strongly oppose",False
FREECOLL_W92,5,4,"Would you favor or oppose making tuition at public colleges and universities free for all American students?
A. Strongly favor
B. Somewhat favor
C. Neither favor nor oppose
D. Somewhat oppose
E. Strongly oppose","Would you favor or oppose making tuition at public colleges and universities free for all American students?
A. Strongly favor
B. Somewhat favor
C. Somewhat oppose
D. Strongly oppose",False
CARS9A_W27,5,4,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to travel in dedicated lanes
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to travel in dedicated lanes
A. Strongly favor
B. Favor
C. Oppose
D. Strongly oppose",False
CARS9B_W27,5,4,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Restricting them from traveling near certain areas, such as schools
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Restricting them from traveling near certain areas, such as schools
A. Strongly favor
B. Favor
C. Oppose
D. Strongly oppose",False
CARS9C_W27,5,4,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to have a person in the driver's seat who could take control in an emergency situation
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to have a person in the driver's seat who could take control in an emergency situation
A. Strongly favor
B. Favor
C. Oppose
D. Strongly oppose",False
ROBJOB5B_W27,5,4,"Would you favor or oppose the following? If robots and computers were mostly limited to doing jobs that are dangerous or unhealthy for humans to do
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you favor or oppose the following? If robots and computers were mostly limited to doing jobs that are dangerous or unhealthy for humans to do
A. Strongly favor
B. Favor
C. Oppose
D. Strongly oppose",False
ROBJOB5C_W27,5,4,"Would you favor or oppose the following? If people had the option of paying extra to interact with a human, rather than a robot or computer, when buying a product or service
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you favor or oppose the following? If people had the option of paying extra to interact with a human, rather than a robot or computer, when buying a product or service
A. Strongly favor
B. Favor
C. Oppose
D. Strongly oppose",False
ROBJOB5D_W27,5,4,"Would you favor or oppose the following? If the federal government created a national service program that paid people to perform tasks even if a robot or computer could do those tasks faster or cheaper
A. Strongly favor
B. Favor
C. Neither favor nor oppose
D. Oppose
E. Strongly oppose","Would you favor or oppose the following? If the federal government created a national service program that paid people to perform tasks even if a robot or computer could do those tasks faster or cheaper
A. Strongly favor
B. Favor
C. Oppose
D. Strongly oppose",False
HOOD_NHISA_W29,5,4,"How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood
A. Definitely agree
B. Somewhat agree
C. Neither agree nor disagree
D. Somewhat disagree
E. Definitely disagree","How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood
A. Definitely agree
B. Somewhat agree
C. Somewhat disagree
D. Definitely disagree",False
HOOD_NHISB_W29,5,4,"How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted
A. Definitely agree
B. Somewhat agree
C. Neither agree nor disagree
D. Somewhat disagree
E. Definitely disagree","How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted
A. Definitely agree
B. Somewhat agree
C. Somewhat disagree
D. Definitely disagree",False
HOOD_NHISC_W29,5,4,"How much do you agree or disagree with the following statements about your neighborhood? This is a close-knit neighborhood
A. Definitely agree
B. Somewhat agree
C. Neither agree nor disagree
D. Somewhat disagree
E. Definitely disagree","How much do you agree or disagree with the following statements about your neighborhood? This is a close-knit neighborhood
A. Definitely agree
B. Somewhat agree
C. Somewhat disagree
D. Definitely disagree",False
